kind,name,image_url,start_year,end_year,doors
convertible car,Audi TT Roadster 1.8 TFSI,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-tt-roadster_3272_1.jpg,2015,2019,2
convertible car,Bentley Continental GT Convertible V8,https://www.cars-data.com/pictures/thumbs/350px/bentley/bentley-continental-gt-convertible_3273_1.jpg,2012,2019,2
convertible car,BMW 218i Cabrio,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-2-series-cabrio_3277_1.jpg,2015,2017,2
convertible car,BMW 640i Cabrio,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-6-series-cabrio_3282_1.jpg,2015,2019,2
convertible car,Chevrolet Corvette Stingray Convertible,https://www.cars-data.com/pictures/thumbs/350px/chevrolet/chevrolet-corvette-convertible_3288_1.jpg,2014,2018,2
convertible car,Citroen DS3 Cabrio PureTech 82 Chic,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-ds3-cabrio_3294_1.jpg,2014,2015,2
convertible car,Donkervoort D8 GTO Touring,https://www.cars-data.com/pictures/thumbs/350px/donkervoort/donkervoort-d8-gto_3296_1.jpg,2013,present,2
convertible car,Ferrari California T,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-california_3297_1.jpg,2014,2018,2
convertible car,Infiniti Q60 Cabrio GT Premium,https://www.cars-data.com/pictures/thumbs/350px/infiniti/infiniti-q60-cabrio_3314_1.jpg,2013,2016,2
convertible car,Morgan 4/4 2-seater,https://www.cars-data.com/pictures/thumbs/350px/morgan/morgan-4-4_3342_1.jpg,1994,2009,2
convertible car,Porsche 918 Spyder,https://www.cars-data.com/pictures/thumbs/350px/porsche/porsche-918-spyder_3357_1.jpg,2014,2016,2
convertible car,Porsche 944 S2 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/porsche/porsche-944-cabriolet_3362_1.jpg,1988,1991,2
convertible car,Porsche 968 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/porsche/porsche-968-cabriolet_3364_1.jpg,1991,1995,3
convertible car,Chrysler Viper RT/10,https://www.cars-data.com/pictures/thumbs/350px/chrysler/chrysler-viper_3412_1.jpg,1993,2000,2
convertible car,Land Rover Range Rover Evoque Convertible 2.0 Si4 4WD SE Dynamic,https://www.cars-data.com/pictures/thumbs/350px/land-rover/land-rover-range-rover-evoque-convertible_3449_1.jpg,2016,2017,2
convertible car,Maserati Spyder GT,https://www.cars-data.com/pictures/thumbs/350px/maserati/maserati-spyder_3455_1.jpg,2003,2006,2
convertible car,Mazda MX-5 SkyActiv-G 131 S,https://www.cars-data.com/pictures/thumbs/350px/mazda/mazda-mx-5_3457_1.jpg,2015,2018,2
convertible car,Mini Cabrio One,https://www.cars-data.com/pictures/thumbs/350px/mini/mini-cabrio_3461_1.jpg,2016,2017,2
convertible car,Smart fortwo cabrio 52kW Pure,https://www.cars-data.com/pictures/thumbs/350px/smart/smart-fortwo-cabrio_3528_1.jpg,2017,2019,2
convertible car,Abarth 124 Spider 1.4 MultiAir 16v,https://www.cars-data.com/pictures/thumbs/350px/abarth/abarth-124-spider_3560_1.jpg,2016,2019,2
convertible car,Abarth 595 Cabrio 1.4 T-Jet 145,https://www.cars-data.com/pictures/thumbs/350px/abarth/abarth-595-cabrio_3562_1.jpg,2016,2019,3
convertible car,Aston Martin V8 Volante,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-v8-volante_3566_1.jpg,1997,2001,2
convertible car,Chrysler Le Baron Convertible,https://www.cars-data.com/pictures/thumbs/350px/chrysler/chrysler-le-baron-convertible_3581_1.jpg,1988,1990,2
convertible car,Ferrari 488 Spider,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-488-spider_3588_1.jpg,2015,2020,2
convertible car,Fiat 124 Spider 1.4 MultiAir 16v,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-124-spider_3591_1.jpg,2016,2019,2
convertible car,Jaguar F-type Convertible 2.0 i4 300hp,https://www.cars-data.com/pictures/thumbs/350px/jaguar/jaguar-f-type-convertible_3610_1.jpg,2017,2020,2
convertible car,MG RV8,https://www.cars-data.com/pictures/thumbs/350px/mg/mg-rv8_3625_1.jpg,1994,1996,2
convertible car,Morgan Plus 8 3.9,https://www.cars-data.com/pictures/thumbs/350px/morgan/morgan-plus-8_3630_1.jpg,1989,2001,2
convertible car,Morgan Plus 8,https://www.cars-data.com/pictures/thumbs/350px/morgan/morgan-plus-8_3631_1.jpg,2012,2019,2
convertible car,Porsche 718 Boxster,https://www.cars-data.com/pictures/thumbs/350px/porsche/porsche-718-boxster_3635_1.jpg,2016,present,2
convertible car,Rolls-Royce Corniche,https://www.cars-data.com/pictures/thumbs/350px/rolls-royce/rolls-royce-corniche_3645_1.jpg,2000,2003,4
convertible car,Rolls-Royce Dawn,https://www.cars-data.com/pictures/thumbs/350px/rolls-royce/rolls-royce-dawn_3646_1.jpg,2016,present,2
convertible car,Volkswagen Beetle Cabrio 1.2 TSI Exclusive Series,https://www.cars-data.com/pictures/thumbs/350px/volkswagen/volkswagen-beetle-cabrio_3665_1.jpg,2016,2018,2
convertible car,Aston Martin Virage Volante,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-virage-volante_3702_1.jpg,2012,2012,2
convertible car,Aston Martin Volante,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-volante_3703_1.jpg,1991,1996,2
convertible car,Audi A3 Cabriolet 1.4 TFSI 116hp Attraction,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-a3-cabriolet_3714_1.jpg,2016,2016,2
convertible car,Audi A3 Cabriolet 1.4 TFSI 115hp,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-a3-cabriolet_3715_1.jpg,2016,2018,2
convertible car,Audi S3 Cabriolet 2.0 TFSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-s3-cabriolet_3716_1.jpg,2014,2016,2
convertible car,Audi S3 Cabriolet 2.0 TFSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-s3-cabriolet_3717_1.jpg,2016,2020,2
convertible car,Audi A5 Cabriolet 2.0 TFSI 190hp,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-a5-cabriolet_3727_1.jpg,2017,2018,2
convertible car,Audi S5 Cabriolet 3.0 TFSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-s5-cabriolet_3728_1.jpg,2017,2018,2
convertible car,BMW 420i Cabrio,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-4-series-cabrio_3746_1.jpg,2017,2018,2
convertible car,BMW Z1,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-z1_3751_1.jpg,1989,1991,2
convertible car,Citroen Visa Decouvrable 11 RE,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-visa-decouvrable_3776_1.jpg,1984,1985,4
convertible car,Ferrari Mondial t Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-mondial-cabriolet_3785_1.jpg,1989,1993,2
convertible car,Mazda MX-5 RF SkyActiv-G 131 TS,https://www.cars-data.com/pictures/thumbs/350px/mazda/mazda-mx-5-rf_3864_1.jpg,2017,2018,2
convertible car,Mercedes-Benz AMG GT Roadster,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-amg-gt-roadster_3866_1.jpg,2016,2020,2
convertible car,Mercedes-Benz C 180 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-c-class-cabriolet_3872_1.jpg,2016,2018,2
convertible car,Mercedes-Benz CLK 200 Cabriolet Avantgarde,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-clk-cabriolet_3878_1.jpg,1999,2000,2
convertible car,Mercedes-Benz CLK 200 Kompressor Cabriolet Avantgarde,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-clk-cabriolet_3879_1.jpg,2003,2005,2
convertible car,Mercedes-Benz E 200 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-e-class-cabriolet_3889_1.jpg,2013,2017,2
convertible car,Mercedes-Benz S 500 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-s-class-cabriolet_3900_1.jpg,2016,2018,2
convertible car,Mercedes-Benz SL 400,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-sl_3901_1.jpg,2016,2020,2
convertible car,Mercedes-Benz SLC 180,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-slc_3902_1.jpg,2016,present,2
convertible car,Mercedes-Benz SLR McLaren Roadster,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-slr-mclaren-roadster_3904_1.jpg,2007,2009,2
convertible car,Peugeot 504 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/peugeot/peugeot-504-cabriolet_3971_1.jpg,1977,1982,5
convertible car,Porsche 911 Carrera Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/porsche/porsche-911-cabriolet_3981_1.jpg,2015,2019,2
convertible car,Porsche Carrera GT,https://www.cars-data.com/pictures/thumbs/350px/porsche/porsche-carrera-gt_3982_1.jpg,2003,2006,2
convertible car,Renault Megane Coupe-Cabriolet TCe 130 Privilege,https://www.cars-data.com/pictures/thumbs/350px/renault/renault-megane-coupe-cabriolet_4005_1.jpg,2013,2013,2
convertible car,Renault Megane Coupe-Cabriolet TCe 130 Energy Privilege,https://www.cars-data.com/pictures/thumbs/350px/renault/renault-megane-coupe-cabriolet_4006_1.jpg,2014,2016,2
convertible car,Renault Sport Spider,https://www.cars-data.com/pictures/thumbs/350px/renault/renault-sport-spider_4009_1.jpg,1996,1998,2
convertible car,Suzuki Cappuccino,https://www.cars-data.com/pictures/thumbs/350px/suzuki/suzuki-cappuccino_4043_1.jpg,1994,1995,2
convertible car,Aston Martin DB11 4.0 V8 Volante,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-db11-volante_4119_1.jpg,2018,present,2
convertible car,Audi R8 Spyder V10 RWD,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-r8-spyder_4137_1.jpg,2017,present,2
convertible car,Audi TT Roadster 40 TFSI,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-tt-roadster_4139_1.jpg,2019,2019,2
convertible car,BMW 218i Cabrio,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-2-series-cabrio_4143_1.jpg,2017,present,2
convertible car,BMW 840i Cabrio,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-8-series-cabrio_4151_1.jpg,2019,2020,2
convertible car,BMW Z4 Roadster sDrive20i,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-z4-roadster_4161_1.jpg,2019,present,2
convertible car,Chevrolet Camaro Convertible 2.0 i4,https://www.cars-data.com/pictures/thumbs/350px/chevrolet/chevrolet-camaro-convertible_4164_1.jpg,2018,2019,2
convertible car,Ferrari Portofino 3.8 T,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-portofino_4174_1.jpg,2018,present,2
convertible car,Fiat 500C 1.2 S&S Pop,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-500c_4175_1.jpg,2010,2011,2
convertible car,Fiat 500C TwinAir 60 Pop,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-500c_4176_1.jpg,2015,2018,2
convertible car,Ford Mustang Convertible 2.3 EcoBoost,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mustang-convertible_4191_1.jpg,2015,2018,2
convertible car,Ford Mustang Convertible 2.3 EcoBoost,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mustang-convertible_4192_1.jpg,2018,present,2
convertible car,Lamborghini Aventador Roadster LP700-4,https://www.cars-data.com/pictures/thumbs/350px/lamborghini/lamborghini-aventador-roadster_4229_1.jpg,2013,2017,2
convertible car,Lamborghini Aventador Roadster S,https://www.cars-data.com/pictures/thumbs/350px/lamborghini/lamborghini-aventador-roadster_4230_1.jpg,2017,present,2
convertible car,Lamborghini Huracan Spyder LP580-2,https://www.cars-data.com/pictures/thumbs/350px/lamborghini/lamborghini-huraca-n-spyder_4231_1.jpg,2017,present,2
convertible car,Maserati GranCabrio Sport,https://www.cars-data.com/pictures/thumbs/350px/maserati/maserati-grancabrio_4246_1.jpg,2018,present,2
convertible car,Mercedes-Benz C 180 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-c-class-cabriolet_4261_1.jpg,2019,2020,2
convertible car,Mercedes-Benz E 200 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-e-class-cabriolet_4264_1.jpg,2017,2019,2
convertible car,Mercedes-Benz S 560 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-s-class-cabriolet_4273_1.jpg,2018,2020,2
convertible car,Mini Cabrio One,https://www.cars-data.com/pictures/thumbs/350px/mini/mini-cabrio_4277_1.jpg,2018,present,2
convertible car,Porsche 911 Carrera Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/porsche/porsche-911-cabriolet_4303_1.jpg,2019,present,2
convertible car,Renault Wind TCE 100 Dynamique,https://www.cars-data.com/pictures/thumbs/350px/renault/renault-wind_4313_1.jpg,2010,2013,2
convertible car,Suzuki Jimny Cabrio 1.3 4WD JLX,https://www.cars-data.com/pictures/thumbs/350px/suzuki/suzuki-jimny-cabrio_4327_1.jpg,2000,2001,3
convertible car,Suzuki Jimny Cabrio 1.3 JLX,https://www.cars-data.com/pictures/thumbs/350px/suzuki/suzuki-jimny-cabrio_4328_1.jpg,2005,2006,3
convertible car,DS 3 Cabrio PureTech 82 Chic,https://www.cars-data.com/pictures/thumbs/350px/ds/ds-ds3-cabrio_4360_1.jpg,2015,2016,2
convertible car,DS 3 Cabrio PureTech 82 Chic,https://www.cars-data.com/pictures/thumbs/350px/ds/ds-ds3-cabrio_4361_1.jpg,2016,2017,2
convertible car,Audi A5 Cabriolet 35 TFSI Pro Line,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-a5-cabriolet_4597_1.jpg,2020,present,2
convertible car,Ferrari F8 Spider,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-f8-spider_4601_1.jpg,2020,present,2
convertible car,Jaguar F-type Convertible P300,https://www.cars-data.com/pictures/thumbs/350px/jaguar/jaguar-f-type-convertible_4606_1.jpg,2020,present,2
convertible car,Smart fortwo cabrio EQ essential,https://www.cars-data.com/pictures/thumbs/350px/smart/smart-fortwo-cabrio_4618_1.jpg,2020,present,2
convertible car,Volkswagen T-Roc Cabrio 1.0 TSI 115hp Style,https://www.cars-data.com/pictures/thumbs/350px/volkswagen/volkswagen-t-roc-cabrio_4632_1.jpg,2020,present,2
convertible car,Audi S5 Cabriolet TFSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-s5-cabriolet_4636_1.jpg,2020,present,2
convertible car,Aston Martin DBS Volante 5.2 V12 Superleggera,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-dbs-volante_4653_1.jpg,2020,present,2
convertible car,Morgan Plus Six,https://www.cars-data.com/pictures/thumbs/350px/morgan/morgan-plus-six_4673_1.jpg,2019,present,2
convertible car,Mercedes-Benz E 200 Cabriolet,https://www.cars-data.com/pictures/thumbs/350px/mercedes-benz/mercedes-benz-e-class-cabriolet_4682_1.jpg,2020,present,2
convertible car,Bentley Continental GTC 4.0 V8,https://www.cars-data.com/pictures/thumbs/350px/bentley/bentley-continental-gtc_4701_1.jpg,2020,present,2
convertible car,Fiat 500eC Passion,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-500ec_4728_1.jpg,2020,present,2
coupe cars,Alfa Romeo Brera 2.2 JTS,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-brera_40_1.jpg,2006,2008,3
coupe cars,Alfa Romeo Brera 1750 Turbo,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-brera_41_1.jpg,2009,2010,3
coupe cars,Alfa Romeo GT 1.8 T.Spark 16V Impression,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-gt_45_1.jpg,2005,2007,3
coupe cars,Alfa Romeo GT 1.8 T.Spark 16V Impression,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-gt_46_1.jpg,2007,2008,3
coupe cars,Alfa Romeo Alfetta GTV 2000 L,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-alfetta-gtv_47_1.jpg,1976,1981,2
coupe cars,Alfa Romeo GTV 2.0,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-gtv_48_1.jpg,1981,1986,2
coupe cars,Alfa Romeo GTV 2.0 Twin Spark 16V,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-gtv_49_1.jpg,1995,1998,2
coupe cars,Alfa Romeo GTV 1.8 T.Spark 16V,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-gtv_50_1.jpg,1998,2001,2
coupe cars,Alfa Romeo GTV 2.0 T.Spark 16V,https://www.cars-data.com/pictures/thumbs/350px/alfa-romeo/alfa-romeo-gtv_51_1.jpg,2003,2005,2
coupe cars,Aston Martin DB7,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-db7_62_1.jpg,1994,2001,2
coupe cars,Aston Martin DBS,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-dbs_66_1.jpg,2008,2012,2
coupe cars,Aston Martin V12 Vanquish,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-v12-vanquish_69_1.jpg,2001,2006,2
coupe cars,Aston Martin V8 Vantage,https://www.cars-data.com/pictures/thumbs/350px/aston-martin/aston-martin-v8-vantage_71_1.jpg,2005,2008,2
coupe cars,Audi A5 Coupe 1.8 TFSI 160hp,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-a5-coupe_152_1.jpg,2009,2011,2
coupe cars,Audi A5 Coupe 1.8 TFSI 170hp,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-a5-coupe_153_1.jpg,2011,2015,2
coupe cars,Audi RS5 Coupe 4.2 FSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-rs5-coupe_154_1.jpg,2010,2012,2
coupe cars,Audi RS5 Coupe 4.2 FSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-rs5-coupe_155_1.jpg,2012,2015,2
coupe cars,Audi S5 Coupe 4.2 FSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-s5-coupe_156_1.jpg,2007,2011,2
coupe cars,Audi S5 Coupe 3.0 TFSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-s5-coupe_157_1.jpg,2011,2016,2
coupe cars,Audi Coupe GT 1.9,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-coupe_208_1.jpg,1980,1983,2
coupe cars,Audi Coupe 1.8,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-coupe_209_1.jpg,1985,1986,2
coupe cars,Audi Coupe 2.0 E,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-coupe_210_1.jpg,1990,1991,3
coupe cars,Audi Coupe 2.0 E,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-coupe_211_1.jpg,1991,1996,3
coupe cars,Audi R8 4.2 FSI quattro,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-r8_216_1.jpg,2007,2011,2
coupe cars,Audi TT Coupe 1.8 5V Turbo 150hp,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-tt-coupe_218_1.jpg,2003,2005,2
coupe cars,Audi TT Coupe 1.8 TFSI,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-tt-coupe_219_1.jpg,2008,2010,2
coupe cars,Audi TT Coupe 1.8 TFSI,https://www.cars-data.com/pictures/thumbs/350px/audi/audi-tt-coupe_220_1.jpg,2010,2014,2
coupe cars,Bentley Continental R,https://www.cars-data.com/pictures/thumbs/350px/bentley/bentley-continental_227_1.jpg,1994,2003,2
coupe cars,Bentley Continental GT,https://www.cars-data.com/pictures/thumbs/350px/bentley/bentley-continental-gt_228_1.jpg,2003,2011,2
coupe cars,Bentley Continental GT V8,https://www.cars-data.com/pictures/thumbs/350px/bentley/bentley-continental-gt_229_1.jpg,2012,2018,2
coupe cars,BMW 120i Coupe,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-1-series-coupe_239_1.jpg,2009,2011,2
coupe cars,BMW 120i Coupe,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-1-series-coupe_240_1.jpg,2011,2013,2
coupe cars,BMW 316i Coupe,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-3-series-coupe_261_1.jpg,1993,1998,2
coupe cars,BMW 318Ci,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-3-series-coupe_262_1.jpg,1999,2001,2
coupe cars,BMW 318Ci,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-3-series-coupe_263_1.jpg,2003,2006,2
coupe cars,BMW 320i Coupe Corporate Lease,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-3-series-coupe_264_1.jpg,2009,2010,2
coupe cars,BMW 320i Coupe Corporate Lease,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-3-series-coupe_265_1.jpg,2010,2013,2
coupe cars,BMW 628 CSi,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-6-series_289_1.jpg,1982,1987,2
coupe cars,BMW 630i,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-6-series_290_1.jpg,2004,2007,2
coupe cars,BMW 630i,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-6-series_291_1.jpg,2007,2011,2
coupe cars,BMW 640i Coupe,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-6-series-coupe_292_1.jpg,2011,2015,2
coupe cars,BMW 840 Ci,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-8-series_306_1.jpg,1993,1996,2
coupe cars,BMW Z3 coupe 2.8i,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-z3-coupe_318_1.jpg,1998,2000,3
coupe cars,BMW Z4 Coupe 3.0si,https://www.cars-data.com/pictures/thumbs/350px/bmw/bmw-z4-coupe_320_1.jpg,2006,2009,3
coupe cars,Bugatti Veyron 16.4,https://www.cars-data.com/pictures/thumbs/350px/bugatti/bugatti-veyron_325_1.jpg,2005,2011,2
coupe cars,Cadillac CTS Coupe 3.6 Sport Luxury,https://www.cars-data.com/pictures/thumbs/350px/cadillac/cadillac-cts-coupe_332_1.jpg,2010,2011,2
coupe cars,Cadillac Eldorado TC,https://www.cars-data.com/pictures/thumbs/350px/cadillac/cadillac-eldorado_333_1.jpg,1995,1997,2
coupe cars,Chevrolet Camaro Coupe 6.2 V8,https://www.cars-data.com/pictures/thumbs/350px/chevrolet/chevrolet-camaro-coupe_352_1.jpg,2011,2018,2
coupe cars,Chevrolet Camaro Coupe,https://www.cars-data.com/pictures/thumbs/350px/chevrolet/chevrolet-camaro-coupe_353_1.jpg,1998,2002,3
coupe cars,Chevrolet Corvette Coupe,https://www.cars-data.com/pictures/thumbs/350px/chevrolet/chevrolet-corvette-coupe_358_1.jpg,1993,1997,3
coupe cars,Chevrolet Corvette Coupe,https://www.cars-data.com/pictures/thumbs/350px/chevrolet/chevrolet-corvette-coupe_359_1.jpg,1997,2004,3
coupe cars,Chevrolet Corvette Grand Sport Coupe,https://www.cars-data.com/pictures/thumbs/350px/chevrolet/chevrolet-corvette-coupe_360_1.jpg,2010,2014,3
coupe cars,Chrysler Crossfire 3.2i V6,https://www.cars-data.com/pictures/thumbs/350px/chrysler/chrysler-crossfire_383_1.jpg,2005,2008,2
coupe cars,Citroen C4 Coupe 1.4 16V Ligne Seduction,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-c4-coupe_446_1.jpg,2004,2008,3
coupe cars,Citroen C4 Coupe 1.4 16V Seduction,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-c4-coupe_447_1.jpg,2008,2009,3
coupe cars,Citroen Xsara Coupe 1.4i Deauville,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-xsara-coupe_501_1.jpg,1999,2000,3
coupe cars,Citroen Xsara Coupe 1.4i Ligne Seduction,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-xsara-coupe_502_1.jpg,2000,2003,3
coupe cars,Citroen Xsara Coupe 1.4i Ligne Seduction,https://www.cars-data.com/pictures/thumbs/350px/citroen/citroen-xsara-coupe_503_1.jpg,2003,2004,3
coupe cars,Ferrari 360 Modena,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-360-modena_609_1.jpg,1999,2004,2
coupe cars,Ferrari 456 GT,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-456_611_1.jpg,1994,1998,2
coupe cars,Ferrari 599 GTB Fiorano,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-599_614_1.jpg,2006,2011,2
coupe cars,Ferrari F12 Berlinetta,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-f12-berlinetta_615_1.jpg,2012,2017,2
coupe cars,Ferrari Enzo,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-enzo_617_1.jpg,2002,2004,2
coupe cars,Ferrari F355 Berlinetta,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-f355_618_1.jpg,1994,1999,2
coupe cars,Ferrari F430,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-f430_620_1.jpg,2004,2010,2
coupe cars,Ferrari FF,https://www.cars-data.com/pictures/thumbs/350px/ferrari/ferrari-ff_622_1.jpg,2011,2016,3
coupe cars,Fiat Coupe 1.8 16v,https://www.cars-data.com/pictures/thumbs/350px/fiat/fiat-coupe_635_1.jpg,1996,2000,2
coupe cars,Ford Cougar 2.0i 16V,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-cougar_708_1.jpg,1998,2001,3
coupe cars,Ford Mustang V6,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-mustang_808_1.jpg,1995,1996,2
coupe cars,Ford Puma 1.4i 16V,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-puma_814_1.jpg,1998,2000,3
coupe cars,Ford Thunderbird V8 LX,https://www.cars-data.com/pictures/thumbs/350px/ford/ford-thunderbird_845_1.jpg,1994,1998,2
coupe cars,Honda Accord Coupe 2.0i LS,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord-coupe_875_1.jpg,1994,1996,2
coupe cars,Honda Accord Coupe 2.0i LS,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord-coupe_876_1.jpg,1996,1996,2
coupe cars,Honda Accord Coupe 2.0i,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-accord-coupe_877_1.jpg,2001,2001,2
coupe cars,Honda Civic Coupe 1.5 DXi,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic-coupe_906_1.jpg,1994,1996,2
coupe cars,Honda Civic Coupe 1.6i LS,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic-coupe_907_1.jpg,1996,2001,2
coupe cars,Honda Civic Coupe 1.7i LS,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic-coupe_908_1.jpg,2001,2003,2
coupe cars,Honda Civic Coupe 1.7i LS,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic-coupe_909_1.jpg,2003,2005,2
coupe cars,Honda Civic CRX Coupe 1.5i,https://www.cars-data.com/pictures/thumbs/350px/honda/honda-civic-crx-coupe_910_1.jpg,1983,1986,3
